"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","states_col"
"Flu shot will not cause a pregnant woman to miscarry, study says https://t.co/R1qY8vesRt",FALSE,0,NA,"2/28/2019 4:55",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MichaelCornwall",0,FALSE,FALSE,-84.2700179,37.8393332,"Kentucky","Kentucky"
"It is glossed over in this article, but what scientific purpose could making super bird flu possibly have? 

https://t.co/SK6jsfbgTt",FALSE,0,NA,"2/28/2019 4:43",FALSE,NA,"1.1e+18",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JonesboroAtty",0,FALSE,FALSE,-90.704279,35.8422967,"Jonesboro, Arkansas","Arkansas"
"Spike in flu cases reported in Chicago-area schools; 1 child dead https://t.co/oKVHkAQni0",FALSE,0,NA,"2/28/2019 3:31",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Bimyrt",0,FALSE,FALSE,-87.6297982,41.8781136,"Illinois, Chicago","Illinois"
"Flu shots typically last between 6 and 8 months, long enough for the worst time of year for the virus.… https://t.co/tPLPe2eUs9",FALSE,0,NA,"2/28/2019 3:30",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","Region8News",0,FALSE,FALSE,-90.704279,35.8422967,"Jonesboro, Arkansas USA","Arkansas"
"Flu shot will not cause a pregnant woman to miscarry, study says

https://t.co/a4R5JD0J6k",FALSE,0,NA,"2/28/2019 3:09",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TobyJon1985",1,FALSE,FALSE,-86.1349019,40.2671941,"Indiana, USA","Indiana"
"And before anybody with no medical experience or half a brain even fixed their fucking mouths to bitch at me about… https://t.co/BTJy9Cz7At",FALSE,2,"blye_flower","2/28/2019 3:08",TRUE,"1.1e+18","1.1e+18","1.02e+18","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blye_flower",0,FALSE,FALSE,-87.6297982,41.8781136,"Chicago, IL","Illinois"
"Boxycharm Review February 2019

Well, I'm doing better flu wise. So, I thought I would review the February Boxychar… https://t.co/sMgDwAj92A",FALSE,0,NA,"2/28/2019 2:42",TRUE,NA,"1.1e+18",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bellememorie",0,FALSE,FALSE,-104.990251,39.7392358,"Denver, CO","Colorado"
"Sauk Valley: CGH institutes temporary visitor restrictions with flu season https://t.co/O2xy4e75Py",FALSE,0,NA,"2/28/2019 2:29",FALSE,NA,"1.1e+18",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","NorthernILAlive",0,FALSE,FALSE,-89.3985283,40.6331249,"Illinois","State Not Found"
"“Our flu season last year happened a little bit earlier on in the season,"" Baker said. ""I would say over the last t… https://t.co/kpieQcgmmd",FALSE,1,NA,"2/28/2019 2:15",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","C_Carpenter05",0,FALSE,FALSE,-90.704279,35.8422967,"Jonesboro, AR","Arkansas"
"Flu shot will not cause a pregnant woman to miscarry, study says
https://t.co/9vqLNEjivk",FALSE,0,NA,"2/28/2019 1:46",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RamZar1",0,FALSE,FALSE,-116.419389,34.9592083,"SoCal, USA","State Not Found"
"Officials said Tuesday that 15 people had died of the flu this season, all with the influenza A strain and all with… https://t.co/rBrcEJ08f8",FALSE,2,NA,"2/28/2019 1:22",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","delawareonline",0,FALSE,FALSE,-75.5483909,39.744655,"Wilmington, Delaware","Delaware"
"Until further notice, children younger than 18 will not be allowed to visit CGH patients without approval from the… https://t.co/KAuWQQBt29",FALSE,0,NA,"2/28/2019 1:16",TRUE,NA,"1.1e+18",NA,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>","saukvalley",0,FALSE,FALSE,-89.6962194,41.788642,"Sterling, Illinois","Illinois"
"Cold &amp; Flu End-User Rebate thru March 31, 2019
The more you buy, the more you save. Receive up to $100 for purchasi… https://t.co/NMYOEzUoTk",FALSE,0,NA,"2/28/2019 1:00",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ASLegal",0,FALSE,FALSE,-95.712891,37.09024,"USA","Kansas"
"Flu outbreak with second strain could last until May: What you need to know https://t.co/GEfXztnkGK via @usatoday",FALSE,2,NA,"2/28/2019 0:57",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Evaclean",2,FALSE,FALSE,-71.0040013,42.2079017,"Braintree, MA","Massachusetts"
"Great essay on #EnoughIsEnough #StopByrd by Nashville's @AdamJamesM60!! #Majority60 

https://t.co/zpIFGv0jSz",FALSE,28,NA,"2/28/2019 0:53",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NashvilleResist",21,FALSE,FALSE,-86.7816016,36.1626638,"Nashville, TN","Tennessee"
"According to health officials, flu cases in Louisville dropped nearly 43 percent last week.  #KYHealthNews https://t.co/S9Br3XUIAO",FALSE,0,NA,"2/28/2019 0:36",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","HighFieldMRIKY",0,FALSE,FALSE,-85.7584557,38.2526647,"Louisville, Kentucky","Kentucky"
"12 flu-related deaths reported in NH this season https://t.co/ea1uVTer6B https://t.co/CXU5QnShzF",FALSE,2,NA,"2/28/2019 0:36",FALSE,NA,"1.1e+18",NA,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","WMUR9",1,FALSE,FALSE,-71.5723953,43.1938516,"New Hampshire","New Hampshire"
"Why Aging Makes You More Susceptible To The Flu: https://t.co/VfaIBTfHG7 via @fmmcmillan @forbes @JayatriDas #flu… https://t.co/zV1LAwZ7A0",FALSE,1,NA,"2/28/2019 0:31",TRUE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheFranklin",0,FALSE,FALSE,-75.1652215,39.9525839,"Philadelphia, PA","Pennsylvania"
"#fluShot is good for moms and good for babies! It’s not too late to get one! Flu shot will not cause a #pregnant wo… https://t.co/4QYXt0i1OR",FALSE,3,NA,"2/28/2019 0:26",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lhamrich",1,FALSE,FALSE,-82.907123,40.4172871,"Ohio","Ohio"
"Taking a lot of sick days at work? It could be sick building syndrome https://t.co/pGWCO4Hvrc via @usatoday",FALSE,0,NA,"2/28/2019 0:19",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drew4711700",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"Influenza and the common cold – two different diseases
https://t.co/Nt17eyBB0P",FALSE,0,NA,"2/28/2019 0:00",FALSE,NA,"1.1e+18",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","baerbelsmile",0,FALSE,FALSE,-95.712891,37.09024,"US","Kansas"
"Former congressional candidate @Kanew made national news last week by calling out TN Speaker for letting an alleged… https://t.co/gf8j6mqg6T",FALSE,17,NA,"2/27/2019 23:29",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdamJamesM60",12,FALSE,FALSE,-86.7816016,36.1626638,"Nashville, TN","Tennessee"
"Salmonella tahini outbreak; RNA printer for vaccines; Push for universal flu vaccine; Avian flu in 3 nations
 https://t.co/K0w4CAY4Lf",FALSE,0,NA,"2/27/2019 23:25",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BIOCIENCIA2013",0,FALSE,FALSE,-64.183316,10.431916,"Cumaná","Sucre State"
"New study finds no link between flu shots and miscarriages, allaying fears https://t.co/Bn4nD3nBZi via @statnews",FALSE,4,NA,"2/27/2019 23:15",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GideonGil",4,FALSE,FALSE,-71.0588801,42.3600825,"Boston","Massachusetts"
"Flu shot will not cause a pregnant woman to miscarry, study says https://t.co/pAbsMOcvwi",FALSE,0,NA,"2/27/2019 23:05",FALSE,NA,"1.1e+18",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","w3wire",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"Can the flu shot cause a pregnant woman to miscarry? No, absolutely not. That's the verdict of a study presented We… https://t.co/MA6SpaDdEY",FALSE,0,NA,"2/27/2019 22:53",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rl93930",0,FALSE,FALSE,-119.4179324,36.778261,"California, USA","California"
"With a prayer and care God’s hand touches my body Creativity rises Senryu I have been down sick with the flu since… https://t.co/7Cp0jHx0oa",FALSE,0,NA,"2/27/2019 22:38",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LeonasLines",0,FALSE,FALSE,-120.5542012,43.8041334,"Oregon  USA","State Not Found"
"Dr. Sears shares his strategies to support kids' immune systems during cough, cold and flu season  https://t.co/toVkHWe4uE",FALSE,0,NA,"2/27/2019 22:32",FALSE,NA,"1.1e+18",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","sambucolusa",1,FALSE,FALSE,-95.712891,37.09024,"USA","Kansas"
"For the ""science can be strange file"": A couple of years ago a study suggested getting a flu shot early in a pregna… https://t.co/G9jIyAtuD1",FALSE,6,NA,"2/27/2019 22:29",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HelenBranswell",5,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"Do not come around You are not wanted Flu Bug fly away I’ve better things to do Then wasting time with you Tanka… https://t.co/9V1RAkdwSG",FALSE,0,NA,"2/27/2019 22:21",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LeonasLines",0,FALSE,FALSE,-120.5542012,43.8041334,"Oregon  USA","State Not Found"
"More Severe Strain of Flu Starting to Spread Widely: CDC https://t.co/uuzEA3nB4M via @usnews",FALSE,0,NA,"2/27/2019 22:16",FALSE,NA,"1.1e+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","IowaPharmacyIPA",1,FALSE,FALSE,-93.6249593,41.5868353,"Des Moines, IA","Iowa"
"The flu has a hold on me Its pushed me into a deep dark place I am trying to crawl out from Praying for the Lord’s… https://t.co/zO4Yoidsdy",FALSE,0,NA,"2/27/2019 22:11",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LeonasLines",0,FALSE,FALSE,-120.5542012,43.8041334,"Oregon  USA","State Not Found"
"The Flu Bug Visits https://t.co/PwWwo0XBIL https://t.co/LQc7Rq5Dmk",FALSE,0,NA,"2/27/2019 22:11",FALSE,NA,"1.1e+18",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","LeonasLines",0,FALSE,FALSE,-120.5542012,43.8041334,"Oregon  USA","State Not Found"
"This is crazy: China in implementing pig facial scanning technology in an attempt to combat a serious strain of swi… https://t.co/p5KicNidb3",FALSE,0,NA,"2/27/2019 21:59",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2Travelaholics",0,FALSE,FALSE,-95.712891,37.09024,"DC","Kansas"
"On 30-31 January 2019, the IFA convened the “Fighting the Flu through Targeted Awareness Campaigns” expert meeting… https://t.co/mwSZfrlu7e",FALSE,2,NA,"2/27/2019 21:41",TRUE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IntFedAgeing",2,FALSE,FALSE,-79.3831843,43.653226,"Toronto, Canada","Ontario"
"Does anyone know how @kinsa accounts for sampling bias when making predictions like this? 

https://t.co/90lfiiXObp… https://t.co/H3QLzYZDU9",FALSE,0,NA,"2/27/2019 21:33",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheRealNeilS",0,FALSE,FALSE,-76.6412712,39.0457549,"Maryland, USA","Maryland"
"Heather Mitchell https://t.co/515XYSsFMy",FALSE,0,NA,"2/27/2019 21:14",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PegeenMcG",0,FALSE,FALSE,-76.3289941,38.9373391,"Kent Island","Maryland"
"Over 15% of South Middle School Students Absent with Illness; 13 Families Report Confirmed Influenza A Diagnoses: S… https://t.co/Xjzal8Smuh",FALSE,0,NA,"2/27/2019 20:35",TRUE,NA,"1.1e+18",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","EarlyReport",1,FALSE,FALSE,-87.6297982,41.8781136,"Chicago","Illinois"
"Study: Humidifiers Kill 100 Percent of Airborne Flu Viruses Within 24 Hours https://t.co/o3mRNl0kPE",FALSE,0,NA,"2/27/2019 20:24",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","bbkrish",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"Study: Humidifiers Kill 100 Percent of Airborne Flu Viruses Within 24 Hours https://t.co/q4elt6A67R",FALSE,0,NA,"2/27/2019 20:22",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","authorFran",0,FALSE,FALSE,-94.6169012,38.966673,"Leawood, Kansas","Kansas"
"Ah that's why OMA isn't snoring. We've been running it since November. https://t.co/PV9EeGECSv",FALSE,0,NA,"2/27/2019 20:17",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KiBodyWhisperer",0,FALSE,FALSE,-79.6903316,44.3893556,"Barrie, Ontario, Canada","Ontario"
"This time of year our family is still catching up from Christmas break and from the devastating effects of the cold… https://t.co/N6PsKVDGiX",FALSE,0,NA,"2/27/2019 20:08",TRUE,NA,"1.1e+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","dailymomblogs",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"Flu season peaks between October and February, but can last into May. How do you call in sick to work?
https://t.co/uV3xfFK8PB",FALSE,0,NA,"2/27/2019 20:02",FALSE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","topratedresumes",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"This sickness support bath soak recipe is wonderful not just for boosting immunity to fight off illnesses, it also… https://t.co/VGJDFsPNbC",FALSE,3,NA,"2/27/2019 20:01",TRUE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","soapdeli",0,FALSE,FALSE,-79.9414266,37.2709704,"Roanoke, VA","Virginia"
"CDC: More Severe Strain of Flu Spreading Widely | https://t.co/b40UYx6USc https://t.co/KeC4eE0y0S via @Newsmax",FALSE,0,NA,"2/27/2019 19:46",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Magda83",0,FALSE,FALSE,-95.712891,37.09024,"U.S.A.","Kansas"
"A ninja family obstacle course in #OceanCity? YES! 

@saramswann has the details for you on @delawareonline:… https://t.co/jQSTqDC6uW",FALSE,3,NA,"2/27/2019 19:33",TRUE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","newswireDE",0,FALSE,FALSE,-75.5276699,38.9108325,"Delaware, USA","Delaware"
". @kc_downey reports there have been 12 flu related deaths in #NewHampshire this season. 

Here's some tips on how… https://t.co/aDhp4DQDiF",FALSE,1,NA,"2/27/2019 19:31",TRUE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","newswireNH",0,FALSE,FALSE,-71.5723953,43.1938516,"New Hampshire, USA","New Hampshire"
"Thyme Tea Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/PYGAPl1Rms",FALSE,1,NA,"2/27/2019 19:30",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TimeNatural1",1,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"Taking a lot of sick days at work? It could be sick building syndrome  https://t.co/Rj2onbQ4v7",FALSE,0,NA,"2/27/2019 19:23",FALSE,NA,"1.1e+18",NA,"<a href=""https://www.vestorly.com/"" rel=""nofollow"">Vestorly</a>","BeirneWealth",0,FALSE,FALSE,-73.064036,41.2306979,"Milford, CT","Connecticut"
"12 flu-related deaths reported in NH this season https://t.co/48ezdZKr0V https://t.co/8JIFFEZH0z",FALSE,0,NA,"2/27/2019 19:06",FALSE,NA,"1.1e+18",NA,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","WMUR9",0,FALSE,FALSE,-71.5723953,43.1938516,"New Hampshire","New Hampshire"
"#HIV #Ebola #influenza among the ten threats to #globalhealth in 2019. Proud of #mycompany @JNJInnovation for leadi… https://t.co/fxZq9iYmib",FALSE,1,NA,"2/27/2019 19:03",TRUE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SeemaJJIC",1,FALSE,FALSE,-74.0143064,40.7878788,"New York, New Jersey","New Jersey"
"It's impossible to know whether you have the flu based on symptoms alone. https://t.co/xC68rzJchA",FALSE,0,NA,"2/27/2019 19:00",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JSunNews",0,FALSE,FALSE,-88.8139469,35.6145169,"Jackson, TN","Tennessee"
"""While we have been most concerned with the importation of canine influenza virus from Asia to North... https://t.co/A1FC2YYoKi",FALSE,0,NA,"2/27/2019 18:52",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PawsU",0,FALSE,FALSE,-89.67268,44.784201,"Central Wisconsin","Wisconsin"
"Four Chaplains Ceremony scheduled for Thursday February 28th, 2019 has been canceled due to the Flu in the building.",FALSE,0,NA,"2/27/2019 18:47",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","vtvetshome",0,FALSE,FALSE,-73.1967741,42.8781345,"Bennington, VT","Vermont"
"PLEASE READ THIS AND TAKE PRECAUTIONS. however, i don't recommend flu shots. too much junk in them.
https://t.co/HfyIftCx0W",FALSE,0,NA,"2/27/2019 18:36",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeahMomma",0,FALSE,FALSE,-83.9207392,35.9606384,"Knoxville, TN","Tennessee"
"CDC: More Severe Strain of Flu Spreading Widely | https://t.co/w5W0QUSzls https://t.co/Tt75Cyfoeo via @Newsmax",FALSE,0,NA,"2/27/2019 18:23",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","niteowlhowl",0,FALSE,FALSE,-105.2551187,54.5259614,"North America","State Not Found"
"@Tosca3333 @Marina935home @Axolotl_2019 @sandyincanada @BloomNight2 @BrashleyDebbie @lynda3035 @2kewlabs… https://t.co/8TF7kCIdbR",FALSE,5,"Tosca3333","2/27/2019 18:17",TRUE,"1.1e+18","1.1e+18","8.87e+17","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LindsayPH",0,FALSE,FALSE,-73.567256,45.5016889,"Montreal Canada","Quebec"
"Flu Update: @CDCgov Warns Cases of More Severe Strain of Influenza On the Rise. https://t.co/HxJeJ2GtvK via… https://t.co/hEGmLYMQ7n",FALSE,0,NA,"2/27/2019 18:11",TRUE,NA,"1.1e+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","SMART_MD",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"Through Feb. 10 of this flu season, three people in Maine have died of the flu, none in Aroostook County, according… https://t.co/1s5t2yT8EG",FALSE,0,NA,"2/27/2019 18:06",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TheCounty_ME",0,FALSE,FALSE,-69.4454689,45.253783,"Maine, USA","Maine"
"Cases of a New, More Deadly Flu Strain Are on the Rise, According to the CDC https://t.co/9aU0Gu8ZeB",FALSE,0,NA,"2/27/2019 17:41",FALSE,NA,"1.1e+18",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BeautifulNBody",0,FALSE,FALSE,-80.1917902,25.7616798,"Miami, FL","Florida"
"Cases of a New, More Deadly Flu Strain Are on the Rise, According to the CDC https://t.co/AuQ6q5cMnd",FALSE,2,NA,"2/27/2019 17:39",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","PreventionMag",4,FALSE,FALSE,-74.0059728,40.7127753,"New York, NY","New York"
"Raleigh 8th grader donated corneas after dying from complication from the flu, obituary says https://t.co/dV7Bq7doSY",FALSE,0,NA,"2/27/2019 17:30",FALSE,NA,"1.1e+18",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","WCCG1045FM",0,FALSE,FALSE,-78.8783585,35.0526641,"Fayetteville, NC","North Carolina"
"HEADLINE NEWS 2-27-2019
Lies exposed 

-Chelsea Clinton “Banning Abortions is UnChristian”.
-Planned Parenthood Lie… https://t.co/wg96bT7zDH",FALSE,2,NA,"2/27/2019 17:25",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","DanBidondi",0,FALSE,FALSE,-71.4774291,41.5800945,"Rhode Island","Rhode Island"
"HEADLINE NEWS 2-27-2019
Lies exposed 

-Chelsea Clinton “Banning Abortions is UnChristian”.
-Planned Parenthood Lie… https://t.co/AqOIca6Pf1",FALSE,1,NA,"2/27/2019 17:20",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DanBidondi",0,FALSE,FALSE,-71.4774291,41.5800945,"Rhode Island","Rhode Island"
"Protect yourself from #pneumococcal disease. #GetImmunized | @ImmunizedotCa | https://t.co/w7WlwhGNLB",FALSE,0,NA,"2/27/2019 17:09",FALSE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ImmunizedotCa",0,FALSE,FALSE,-106.346771,56.130366,"Canada","State Not Found"
"Want to help your body fight off the flu? Get better sleep. #sleep #flu #fightflu #virus #health… https://t.co/GUauBcap5h",FALSE,2,NA,"2/27/2019 17:04",TRUE,NA,"1.1e+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","MIRAPartners",1,FALSE,FALSE,-99.9018131,31.9685988,"Texas and Utah","State Not Found"
"Even if you're not aware of it, it's likely that your emotions will influence someone around you today. 

Emotions… https://t.co/IAsxINaf67",FALSE,0,NA,"2/27/2019 17:02",TRUE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","edresourcesunlm",0,FALSE,FALSE,-73.6854137,41.2587043,"Katonah, NY","New York"
"Our 2019 #StateoftheImmUnion report shows only 37% of adults &amp; 58% of children rec’d the flu #vaccine. #Vaccination… https://t.co/9kHur1voP4",FALSE,2,NA,"2/27/2019 16:55",TRUE,NA,"1.1e+18",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Vaxyourfam",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"With cold &amp; flu season in full swing, it’s important to keep a healthy immune system. Did you know 1 cup of sliced… https://t.co/iMlkv7Y8Lr",FALSE,6,NA,"2/27/2019 16:49",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CapHarvestDC",2,FALSE,FALSE,-77.0368707,38.9071923,"Washington, DC","District of Columbia"
"Now that the Flu has begun to subside in our area, AFD is ready to resume normal operations for school visits and s… https://t.co/XvsLnkeRnN",FALSE,3,NA,"2/27/2019 16:46",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AmarilloFire",0,FALSE,FALSE,-101.8312969,35.2219971,"Amarillo, TX","Texas"
"Ford Tough: Keselowski Shakes Off Flu to Win in Atlanta!
https://t.co/nekxKTnXW1",FALSE,0,NA,"2/27/2019 16:45",FALSE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","MHFordAuto",0,FALSE,FALSE,-97.330053,37.6871761,"Wichita, KS","Kansas"
"Death toll due to flu rises to 38 in Arkansas https://t.co/zGobH5kwY0",FALSE,0,NA,"2/27/2019 16:44",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JulieDeck22",0,FALSE,FALSE,-91.515973,36.2978443,"Cherokee Village, AR","Arkansas"
"Sanderson Farms is hoping it can once again ship highly-coveted chicken feet to China after the country banned U.S.… https://t.co/xcJHJ9ofAv",FALSE,2,NA,"2/27/2019 16:38",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","markets",2,FALSE,FALSE,-74.0059728,40.7127753,"New York","New York"
"BREAKING: FDA Sued as CDC Recommends Untested, Unlicensed Flu Vaccine for Pregnant Women https://t.co/CptsIPOOzS",FALSE,1,NA,"2/27/2019 16:35",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SuzanneV99",0,FALSE,FALSE,-74.0059728,40.7127753,"New York City","New York"
"Why the Flu Shot Is Good for Your Heart | WTOP https://t.co/7fm4XJfjbf via @WTOP",FALSE,0,NA,"2/27/2019 16:32",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","purviparwani",0,FALSE,FALSE,-119.4179324,36.778261,"California, USA","California"
"Get funky with Kojaque's new music video for ""Flu Shot"" <U+2192> https://t.co/lEOVXbZWXk

https://t.co/DtzQlVF7qW",FALSE,0,NA,"2/27/2019 16:30",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.ausdjforums.com/main/"" rel=""nofollow"">Newposteradjf</a>","ausdjforums",0,FALSE,FALSE,133.775136,-25.274398,"Australia","State Not Found"
